,iteration,avg_loss,epoch,accuracy
327,1409,0.0002757243833912071,46,
328,1410,,46,0.896551724137931
329,1414,0.00032961001779767684,47,
330,1419,0.0001905548284184988,47,
331,1424,0.0002093162584969832,47,
332,1429,0.0005417828637291677,47,
333,1434,0.0012371291260933504,47,
334,1439,0.00016276129799734916,47,
335,1440,,47,0.896551724137931
336,1444,0.00011921119430411409,48,
337,1449,0.0001815119884440719,48,
338,1454,0.00023842300288379192,48,
339,1459,0.0013813652396493126,48,
340,1464,0.00045275981901795606,48,
341,1469,0.00012839570372307206,48,
342,1470,,48,0.896551724137931
343,1474,0.00016387524083256723,49,
344,1479,0.0004271964844519971,49,
345,1484,0.00020763058273587376,49,
346,1489,0.0004075332796674047,49,
347,1494,0.00021568142246906064,49,
348,1499,0.0009538699155200447,49,
349,1500,,49,0.896551724137931
